Bus_name,Bus_type,Start_time,End_time,Total_duration,Price,Seats_Available,Ratings,Route_link,Route_name
APSRTC - 6074,INDRA(A.C. Seater),09:00,15:30,06h 30m,INR 526,3 Seats available,"3.2
93",https://www.redbus.in/bus-tickets/bangalore-to-kadapa,Bangalore to Kadapa
APSRTC - 6066,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",10:00,17:00,07h 00m,INR 439,2 Seats available,"3.7
52",https://www.redbus.in/bus-tickets/bangalore-to-kadapa,Bangalore to Kadapa
Maheswari Travels,Non A/C Seater / Sleeper (2+1),20:05,04:00,07h 55m,INR 1099,11 Seats available,"3.8
46",https://www.redbus.in/bus-tickets/bangalore-to-kadapa,Bangalore to Kadapa
CGR Travels,NON A/C Semi Sleeper / Sleeper (2+1),20:10,05:45,09h 35m,INR 1200,6 Seats available,"3.6
331",https://www.redbus.in/bus-tickets/bangalore-to-kadapa,Bangalore to Kadapa
Maheswari Travels,Non A/C Seater / Sleeper (2+1),20:15,04:00,07h 45m,INR 999,4 Seats available,"3.7
105",https://www.redbus.in/bus-tickets/bangalore-to-kadapa,Bangalore to Kadapa
AdAR & BCVR Travels,A/C Sleeper (2+1),20:40,04:30,07h 50m,INR 1800,3 Seats available,"4.5
72",https://www.redbus.in/bus-tickets/bangalore-to-kadapa,Bangalore to Kadapa
AR & BCVR Travels,Non A/C Seater / Sleeper (2+1),20:25,05:00,08h 35m,INR 1200,9 Seats available,"3.8
23",https://www.redbus.in/bus-tickets/bangalore-to-kadapa,Bangalore to Kadapa
Indu Travels,Non A/C Seater / Sleeper (2+1),20:35,04:25,07h 50m,INR 1100,20 Seats available,"3.8
145",https://www.redbus.in/bus-tickets/bangalore-to-kadapa,Bangalore to Kadapa
HARITHA TRAVELS,Non A/C Seater / Sleeper (2+1),20:40,04:00,07h 20m,INR 999,25 Seats available,"4.0
91",https://www.redbus.in/bus-tickets/bangalore-to-kadapa,Bangalore to Kadapa
Indu Travels,Non A/C Seater / Sleeper (2+1),20:50,03:40,06h 50m,INR 1100,25 Seats available,"3.7
140",https://www.redbus.in/bus-tickets/bangalore-to-kadapa,Bangalore to Kadapa
Abhishek Bus,Scania Multi-Axle AC Semi Sleeper (2+2),21:00,03:40,06h 40m,INR 1049,29 Seats available,"3.7
53",https://www.redbus.in/bus-tickets/bangalore-to-kadapa,Bangalore to Kadapa
AR & BCVR Travels,Non A/C Seater / Sleeper (2+1),21:00,04:00,07h 00m,INR 1200,11 Seats available,"4.5
81",https://www.redbus.in/bus-tickets/bangalore-to-kadapa,Bangalore to Kadapa
Sri Vengamamba Bus Transport (SVBT),A/C Seater / Sleeper (2+1),22:30,06:05,07h 35m,INR 696,20 Seats available,"4.5
261",https://www.redbus.in/bus-tickets/ongole-to-hyderabad,Ongole to Hyderabad
V Kaveri Travels,Scania AC Multi Axle Sleeper (2+1),23:20,06:25,07h 05m,INR 1100,21 Seats available,"4.4
188",https://www.redbus.in/bus-tickets/ongole-to-hyderabad,Ongole to Hyderabad
V Kaveri Travels,NON A/C Sleeper (2+1),22:45,06:10,07h 25m,INR 800,22 Seats available,"4.3
118",https://www.redbus.in/bus-tickets/ongole-to-hyderabad,Ongole to Hyderabad
V Kaveri Travels,Volvo Multi-Axle A/C Sleeper (2+1),22:00,05:15,07h 15m,INR 1000,16 Seats available,"4.3
163",https://www.redbus.in/bus-tickets/ongole-to-hyderabad,Ongole to Hyderabad
Chandu Travels,A/C Sleeper (2+1),23:35,05:45,06h 10m,846,24 Seats available,"4.1
138",https://www.redbus.in/bus-tickets/ongole-to-hyderabad,Ongole to Hyderabad
Orange Tours And Travels,NON A/C Seater/ Sleeper (2+1),22:30,06:08,07h 38m,INR 600,26 Seats available,"4.0
310",https://www.redbus.in/bus-tickets/ongole-to-hyderabad,Ongole to Hyderabad
V Kaveri Travels,NON A/C Sleeper (2+1),22:00,05:45,07h 45m,INR 700,20 Seats available,"4.0
101",https://www.redbus.in/bus-tickets/ongole-to-hyderabad,Ongole to Hyderabad
Kaveri Travels,Volvo Multi Axle A/C Sleeper I-Shift B11R (2+1),23:30,06:00,06h 30m,INR 940,27 Seats available,"4.2
76",https://www.redbus.in/bus-tickets/ongole-to-hyderabad,Ongole to Hyderabad
Sri Krishna Travels,Volvo Multi-Axle A/C Sleeper (2+1),22:30,06:12,07h 42m,INR 1050,22 Seats available,"3.8
172",https://www.redbus.in/bus-tickets/ongole-to-hyderabad,Ongole to Hyderabad
Sri Krishna Travels,A/C Semi Sleeper / Sleeper (2+1),22:00,05:45,07h 45m,INR 670,27 Seats available,"3.8
157",https://www.redbus.in/bus-tickets/ongole-to-hyderabad,Ongole to Hyderabad
Abhishek Bus,Scania Multi-Axle AC Semi Sleeper (2+2),22:05,06:20,08h 15m,INR 399,29 Seats available,"4.5
74",https://www.redbus.in/bus-tickets/kadapa-to-bangalore,Kadapa to Bangalore
Sri Vinayaka Travels,NON A/C Sleeper (2+1),22:30,04:45,06h 15m,INR 650,10 Seats available,"4.4
134",https://www.redbus.in/bus-tickets/kadapa-to-bangalore,Kadapa to Bangalore
Sri Vinayaka Travels,NON A/C Seater/ Sleeper (2+1),22:30,05:00,06h 30m,INR 399,30 Seats available,"4.0
313",https://www.redbus.in/bus-tickets/kadapa-to-bangalore,Kadapa to Bangalore
Maheswari Travels,Non A/C Seater / Sleeper (2+1),22:40,05:40,07h 00m,INR 399,25 Seats available,"4.1
143",https://www.redbus.in/bus-tickets/kadapa-to-bangalore,Kadapa to Bangalore
S R Travels,Non A/C Seater / Sleeper (2+1),22:40,05:00,06h 20m,INR 650,37 Seats available,"3.8
22",https://www.redbus.in/bus-tickets/kadapa-to-bangalore,Kadapa to Bangalore
S R Travels,Non A/C Seater / Sleeper (2+1),22:40,05:15,06h 35m,INR 700,38 Seats available,"3.4
34",https://www.redbus.in/bus-tickets/kadapa-to-bangalore,Kadapa to Bangalore
PRL BUS,Non A/C Seater / Sleeper (2+1),22:45,05:00,06h 15m,INR 500,36 Seats available,"4.2
181",https://www.redbus.in/bus-tickets/kadapa-to-bangalore,Kadapa to Bangalore
CGR Travels,NON A/C Semi Sleeper / Sleeper (2+1),22:45,06:55,08h 10m,INR 400,13 Seats available,"3.8
323",https://www.redbus.in/bus-tickets/kadapa-to-bangalore,Kadapa to Bangalore
Maheswari Travels,NON A/C Sleeper (2+1),22:50,05:50,07h 00m,INR 550,24 Seats available,"3.8
38",https://www.redbus.in/bus-tickets/kadapa-to-bangalore,Kadapa to Bangalore
AR & BCVR Travels,Non A/C Seater / Sleeper (2+1),22:55,05:30,06h 35m,INR 660,40 Seats available,"4.5
94",https://www.redbus.in/bus-tickets/kadapa-to-bangalore,Kadapa to Bangalore
RK Travels,Non A/C Seater / Sleeper (2+1),00:30,06:00,05h 30m,INR 399,20 Seats available,"3.0
1",https://www.redbus.in/bus-tickets/chittoor-andhra-pradesh-to-bangalore,Chittoor (Andhra Pradesh) to Bangalore
NueGo,Electric A/C Seater (2+2),00:30,05:10,04h 40m,332,10 Seats available,"3.4
12",https://www.redbus.in/bus-tickets/chittoor-andhra-pradesh-to-bangalore,Chittoor (Andhra Pradesh) to Bangalore
RK Travels,Non A/C Seater / Sleeper (2+1),00:50,05:40,04h 50m,INR 499,20 Seats available,"5.0
1",https://www.redbus.in/bus-tickets/chittoor-andhra-pradesh-to-bangalore,Chittoor (Andhra Pradesh) to Bangalore
Zingbus Plus,A/C Seater / Sleeper (2+1),05:45,09:15,03h 30m,383,26 Seats available,"5.0
3",https://www.redbus.in/bus-tickets/chittoor-andhra-pradesh-to-bangalore,Chittoor (Andhra Pradesh) to Bangalore
RK Travels,A/C Seater / Sleeper (2+1),01:10,06:00,04h 50m,INR 399,34 Seats available,"5.0
1",https://www.redbus.in/bus-tickets/chittoor-andhra-pradesh-to-bangalore,Chittoor (Andhra Pradesh) to Bangalore
RK Travels,A/C Seater / Sleeper (2+1),01:10,06:00,04h 50m,INR 399,25 Seats available,"4.0
1",https://www.redbus.in/bus-tickets/chittoor-andhra-pradesh-to-bangalore,Chittoor (Andhra Pradesh) to Bangalore
NueGo,Electric A/C Seater (2+2),01:40,04:40,03h 00m,INR 199,4 Seats available,"3.7
2",https://www.redbus.in/bus-tickets/chittoor-andhra-pradesh-to-bangalore,Chittoor (Andhra Pradesh) to Bangalore
Abhishek Bus,Scania Multi-Axle AC Semi Sleeper (2+2),01:50,05:00,03h 10m,INR 399,13 Seats available,3.4,https://www.redbus.in/bus-tickets/chittoor-andhra-pradesh-to-bangalore,Chittoor (Andhra Pradesh) to Bangalore
GKT TRAVELS,A/C Seater/Sleeper (2+1),02:10,04:40,02h 30m,449,22 Seats available,"3.2
5",https://www.redbus.in/bus-tickets/chittoor-andhra-pradesh-to-bangalore,Chittoor (Andhra Pradesh) to Bangalore
CHAITRA SRI TRAVELS,Non A/C Seater / Sleeper (2+1),02:30,07:30,05h 00m,INR 500,17 Seats available,"5.0
1",https://www.redbus.in/bus-tickets/chittoor-andhra-pradesh-to-bangalore,Chittoor (Andhra Pradesh) to Bangalore
Sai Balaji Travels,A/C Seater / Sleeper (2+1),03:20,06:30,03h 10m,INR 549,25 Seats available,"4.0
1",https://www.redbus.in/bus-tickets/chittoor-andhra-pradesh-to-bangalore,Chittoor (Andhra Pradesh) to Bangalore
NueGo,Electric A/C Seater (2+2),03:30,06:30,03h 00m,383,2 Seats available,3.8,https://www.redbus.in/bus-tickets/chittoor-andhra-pradesh-to-bangalore,Chittoor (Andhra Pradesh) to Bangalore
AKHILA TRAVELS,A/C Semi Sleeper / Sleeper (2+1),03:35,06:50,03h 15m,INR 499,14 Seats available,"3.8
5",https://www.redbus.in/bus-tickets/chittoor-andhra-pradesh-to-bangalore,Chittoor (Andhra Pradesh) to Bangalore
IRA Travels,A/C Sleeper (2+1),04:15,06:45,02h 30m,INR 500,16 Seats available,"4.7
2",https://www.redbus.in/bus-tickets/chittoor-andhra-pradesh-to-bangalore,Chittoor (Andhra Pradesh) to Bangalore
FlixBus,A/C Sleeper (2+1),04:15,09:55,05h 40m,INR 262.5,28 Seats available,"5.0
2",https://www.redbus.in/bus-tickets/chittoor-andhra-pradesh-to-bangalore,Chittoor (Andhra Pradesh) to Bangalore
APSRTC - 23892,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",00:25,04:25,04h 00m,INR 281,2 Seats available,"4.8
5",https://www.redbus.in/bus-tickets/visakhapatnam-to-kakinada,Visakhapatnam to Kakinada
APSRTC - 3473,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",03:30,08:00,04h 30m,INR 250,19 Seats available,"3.9
13",https://www.redbus.in/bus-tickets/visakhapatnam-to-kakinada,Visakhapatnam to Kakinada
APSRTC - 23552,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",04:00,08:30,04h 30m,INR 250,28 Seats available,"4.8
20",https://www.redbus.in/bus-tickets/visakhapatnam-to-kakinada,Visakhapatnam to Kakinada
APSRTC - 23540,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",04:30,09:00,04h 30m,INR 250,34 Seats available,"3.4
7",https://www.redbus.in/bus-tickets/visakhapatnam-to-kakinada,Visakhapatnam to Kakinada
APSRTC - 3333,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",04:45,08:25,03h 40m,INR 281,25 Seats available,"4.4
61",https://www.redbus.in/bus-tickets/visakhapatnam-to-kakinada,Visakhapatnam to Kakinada
APSRTC - 3405,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",05:00,09:30,04h 30m,INR 250,18 Seats available,"4.7
9",https://www.redbus.in/bus-tickets/visakhapatnam-to-kakinada,Visakhapatnam to Kakinada
APSRTC - 35068,"ULTRA DELUXE (NON-AC, 2+2 PUSH BACK)",05:15,09:00,03h 45m,INR 239,35 Seats available,3.7,https://www.redbus.in/bus-tickets/visakhapatnam-to-kakinada,Visakhapatnam to Kakinada
APSRTC - 3401,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",05:30,10:00,04h 30m,INR 250,30 Seats available,"3.0
8",https://www.redbus.in/bus-tickets/visakhapatnam-to-kakinada,Visakhapatnam to Kakinada
APSRTC - 27084,METRO LUXURY A/C,05:35,09:30,03h 55m,INR 341,11 Seats available,"4.3
88",https://www.redbus.in/bus-tickets/visakhapatnam-to-kakinada,Visakhapatnam to Kakinada
APSRTC - 2582,INDRA(A.C. Seater),06:00,10:00,04h 00m,INR 302,11 Seats available,"4.5
82",https://www.redbus.in/bus-tickets/visakhapatnam-to-kakinada,Visakhapatnam to Kakinada
APSRTC - 3337,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",06:10,09:50,03h 40m,INR 281,26 Seats available,"3.3
49",https://www.redbus.in/bus-tickets/visakhapatnam-to-kakinada,Visakhapatnam to Kakinada
APSRTC - 3325,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",06:20,10:35,04h 15m,INR 250,34 Seats available,"2.4
2",https://www.redbus.in/bus-tickets/visakhapatnam-to-kakinada,Visakhapatnam to Kakinada
APSRTC - 4906,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",06:30,11:40,05h 10m,INR 250,34 Seats available,"4.7
2",https://www.redbus.in/bus-tickets/visakhapatnam-to-kakinada,Visakhapatnam to Kakinada
APSRTC - 2218,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",06:40,11:10,04h 30m,INR 250,34 Seats available,"3.9
5",https://www.redbus.in/bus-tickets/visakhapatnam-to-kakinada,Visakhapatnam to Kakinada
APSRTC - 2537,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",07:15,11:45,04h 30m,INR 250,34 Seats available,"3.8
6",https://www.redbus.in/bus-tickets/visakhapatnam-to-kakinada,Visakhapatnam to Kakinada
Navayuga Travels,A/C Sleeper (2+1),22:00,02:10,04h 10m,INR 1190,22 Seats available,"3.6
2",https://www.redbus.in/bus-tickets/visakhapatnam-to-kakinada,Visakhapatnam to Kakinada
Sai RK Travels,Non A/C Seater / Sleeper (2+1),22:40,02:30,03h 50m,INR 999,27 Seats available,4.4,https://www.redbus.in/bus-tickets/visakhapatnam-to-kakinada,Visakhapatnam to Kakinada
Sai Sree Travels,A/C Sleeper (2+1),20:10,02:30,06h 20m,INR 1444,30 Seats available,2.7,https://www.redbus.in/bus-tickets/visakhapatnam-to-kakinada,Visakhapatnam to Kakinada
Morning Star Travels,A/C Sleeper (2+1),21:10,02:25,05h 15m,INR 990,25 Seats available,2.7,https://www.redbus.in/bus-tickets/visakhapatnam-to-kakinada,Visakhapatnam to Kakinada
Sai Sree Travels,A/C Sleeper (2+1),22:00,02:30,04h 30m,INR 999,25 Seats available,2.7,https://www.redbus.in/bus-tickets/visakhapatnam-to-kakinada,Visakhapatnam to Kakinada
TGSRTC - 8666,LAHARI A/C SLEEPER CUM SEATER,19:45,23:55,04h 10m,INR 1560,9 Seats available,"3.9
6",https://www.redbus.in/bus-tickets/bangalore-to-ananthapur,Bangalore to Anantapur (andhra pradesh)
IntrCity SmartBus,A/C Seater / Sleeper (2+1),19:35,23:35,04h 00m,INR 1799,31 Seats available,"4.6
174",https://www.redbus.in/bus-tickets/bangalore-to-ananthapur,Bangalore to Anantapur (andhra pradesh)
IntrCity SmartBus,A/C Sleeper (2+1),20:15,00:10,03h 55m,INR 2579,21 Seats available,"4.5
24",https://www.redbus.in/bus-tickets/bangalore-to-ananthapur,Bangalore to Anantapur (andhra pradesh)
Zingbus Plus,A/C Sleeper (2+1),20:05,23:35,03h 30m,2006,27 Seats available,"4.9
15",https://www.redbus.in/bus-tickets/bangalore-to-ananthapur,Bangalore to Anantapur (andhra pradesh)
IntrCity SmartBus,AC Sleeper (2+1),20:35,00:20,03h 45m,INR 1999,23 Seats available,"4.2
23",https://www.redbus.in/bus-tickets/bangalore-to-ananthapur,Bangalore to Anantapur (andhra pradesh)
YAS TOURS AND TRAVELS,Volvo A/C B11R Multi Axle Semi Sleeper (2+2),23:59,03:30,03h 31m,INR 1800,28 Seats available,"3.7
27",https://www.redbus.in/bus-tickets/bangalore-to-ananthapur,Bangalore to Anantapur (andhra pradesh)
PRAMUKH TRAVELS,Volvo 9600 Multi-Axle A/C Sleeper (2+1),20:15,01:20,05h 05m,INR 2199,27 Seats available,5.0,https://www.redbus.in/bus-tickets/bangalore-to-ananthapur,Bangalore to Anantapur (andhra pradesh)
IntrCity SmartBus,AC Sleeper (2+1),20:35,00:05,03h 30m,INR 2019,18 Seats available,"5.0
6",https://www.redbus.in/bus-tickets/bangalore-to-ananthapur,Bangalore to Anantapur (andhra pradesh)
AR & BCVR Travels,A/C Sleeper (2+1),21:15,03:00,05h 45m,INR 1700,1 Seat available,"4.9
6",https://www.redbus.in/bus-tickets/bangalore-to-ananthapur,Bangalore to Anantapur (andhra pradesh)
IntrCity SmartBus,A/C Seater / Sleeper (2+1),22:05,02:10,04h 05m,INR 1659,28 Seats available,"3.9
13",https://www.redbus.in/bus-tickets/bangalore-to-ananthapur,Bangalore to Anantapur (andhra pradesh)
APSRTC - 9048,Express(Non AC Seater),03:30,08:40,05h 10m,INR 186,11 Seats available,"4.4
57",https://www.redbus.in/bus-tickets/bangalore-to-chittoor-andhra-pradesh,Bangalore to Chittoor (Andhra Pradesh)
APSRTC - 47021,Express(Non AC Seater),04:30,09:30,05h 00m,INR 186,29 Seats available,"4.2
30",https://www.redbus.in/bus-tickets/bangalore-to-chittoor-andhra-pradesh,Bangalore to Chittoor (Andhra Pradesh)
APSRTC - 47023,Express(Non AC Seater),05:15,10:30,05h 15m,INR 217,30 Seats available,"4.4
11",https://www.redbus.in/bus-tickets/bangalore-to-chittoor-andhra-pradesh,Bangalore to Chittoor (Andhra Pradesh)
APSRTC - 9042,Express(Non AC Seater),06:00,11:10,05h 10m,INR 186,1 Seat available,"4.1
72",https://www.redbus.in/bus-tickets/bangalore-to-chittoor-andhra-pradesh,Bangalore to Chittoor (Andhra Pradesh)
APSRTC - 9036,Express(Non AC Seater),08:30,12:55,04h 25m,INR 186,20 Seats available,"4.0
44",https://www.redbus.in/bus-tickets/bangalore-to-chittoor-andhra-pradesh,Bangalore to Chittoor (Andhra Pradesh)
APSRTC - 9058,Express(Non AC Seater),09:15,13:40,04h 25m,INR 186,30 Seats available,"4.3
26",https://www.redbus.in/bus-tickets/bangalore-to-chittoor-andhra-pradesh,Bangalore to Chittoor (Andhra Pradesh)
APSRTC - 5451,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",10:30,15:00,04h 30m,INR 277,20 Seats available,"4.6
12",https://www.redbus.in/bus-tickets/bangalore-to-chittoor-andhra-pradesh,Bangalore to Chittoor (Andhra Pradesh)
APSRTC - 9130,Express(Non AC Seater),10:30,14:55,04h 25m,INR 186,34 Seats available,"4.4
23",https://www.redbus.in/bus-tickets/bangalore-to-chittoor-andhra-pradesh,Bangalore to Chittoor (Andhra Pradesh)
APSRTC - 9038,Express(Non AC Seater),11:00,15:25,04h 25m,INR 186,45 Seats available,"4.1
16",https://www.redbus.in/bus-tickets/bangalore-to-chittoor-andhra-pradesh,Bangalore to Chittoor (Andhra Pradesh)
APSRTC - 47172,INDRA(A.C. Seater),11:00,14:45,03h 45m,INR 359,16 Seats available,"4.3
26",https://www.redbus.in/bus-tickets/bangalore-to-chittoor-andhra-pradesh,Bangalore to Chittoor (Andhra Pradesh)
APSRTC - 5352,Express(Non AC Seater),11:15,15:40,04h 25m,INR 186,41 Seats available,"4.2
21",https://www.redbus.in/bus-tickets/bangalore-to-chittoor-andhra-pradesh,Bangalore to Chittoor (Andhra Pradesh)
APSRTC - 5455,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",11:30,16:00,04h 30m,INR 277,17 Seats available,"3.8
14",https://www.redbus.in/bus-tickets/bangalore-to-chittoor-andhra-pradesh,Bangalore to Chittoor (Andhra Pradesh)
APSRTC - 5533,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",13:00,17:30,04h 30m,INR 277,5 Seats available,"3.4
24",https://www.redbus.in/bus-tickets/bangalore-to-chittoor-andhra-pradesh,Bangalore to Chittoor (Andhra Pradesh)
APSRTC - 47245,Express(Non AC Seater),13:15,17:40,04h 25m,INR 186,22 Seats available,"4.1
35",https://www.redbus.in/bus-tickets/bangalore-to-chittoor-andhra-pradesh,Bangalore to Chittoor (Andhra Pradesh)
